Feature,juror_z-stat_maps/juror_scenario.nii.gz,juror_z-stat_maps/juror_evidence.nii.gz,juror_z-stat_maps/juror_case_strength.nii.gz,juror_z-stat_maps/juror_punishment.nii.gz
perceptual,0.0979,0.0154,-0.0087,0.089
perform,0.017,0.0825,-0.037,0.0754
performance,-0.023,0.1783,-0.0392,0.0015
performance task,-0.0294,0.0227,-0.0269,-0.0528
performances,0.0495,0.0625,-0.0302,0.0642
performing,0.0026,-0.033,-0.0428,-0.0048
perfusion,-0.0951,-0.1231,0.0868,-0.1033
periaqueductal,0.0648,0.0155,0.0414,0.0171
period,-0.0376,0.0,0.0163,-0.0051
periodicals,-0.0343,-0.0075,-0.0103,0.0034
periods,-0.0566,-0.1053,0.0168,-0.0233
peripheral,-0.0659,-0.2129,0.0864,-0.0764
persistent,-0.0252,-0.0114,0.0099,-0.0332
person,0.117,0.0356,-0.0386,0.0369
personal,0.0415,0.1174,-0.0143,0.0514
personality,0.0135,0.0382,-0.0011,-0.0362
personality traits,0.0276,0.0042,0.0018,-0.0053
persons,0.057,0.0752,-0.0286,0.0127
perspective,0.0628,0.0941,-0.0794,-0.0093
pet,-0.0424,-0.0436,0.0097,-0.0785
pfc,-0.0238,0.2219,-0.0639,-0.0165
pharmacological,-0.0707,0.0303,0.0184,-0.0513
phase,-0.0217,-0.0983,0.0495,0.0216
phases,-0.0199,-0.0279,0.0353,0.0116
phenomena,-0.0239,-0.104,0.0494,-0.0079
phenomenon,-0.0555,-0.1731,0.0374,-0.0382
phenotype,-0.0217,-0.0094,0.0214,-0.0403
phonological,0.1018,0.1678,-0.0575,0.1741
photographs,0.039,0.0322,-0.008,0.0426
physical,-0.0191,-0.1676,0.0623,-0.0156
physiological,-0.0054,-0.1278,0.0358,-0.0258
picture,0.1094,0.1405,0.0026,0.146
pictures,0.1009,0.1302,0.002,0.1248
pitch,-0.1233,-0.2232,-0.0175,-0.0926
place,0.0295,0.0499,-0.013,0.0268
placebo,-0.0847,-0.0404,0.0273,-0.1212
placebo controlled,-0.0645,-0.0361,-0.0174,-0.1213
planning,0.0038,0.0002,0.0161,0.0279
planum,-0.0625,-0.2731,0.0363,-0.0558
planum temporale,-0.0612,-0.253,0.0315,-0.0531
plasticity,-0.1041,-0.2001,0.0612,-0.1058
play,0.0089,0.0304,-0.0043,0.027
play important,-0.0636,-0.0788,0.0406,-0.0685
play role,0.0074,-0.0079,0.009,0.0458
played,-0.0409,-0.0259,0.0,0.012
playing,-0.0036,-0.0301,-0.0008,-0.0214
plays,0.0066,-0.0342,0.0256,-0.0153
plays important,0.0227,0.0252,-0.0109,0.0286
plays role,0.0301,0.0368,-0.0172,0.0203
pleasant,-0.0038,-0.0619,0.0018,-0.0085
point,0.044,-0.0391,0.0319,0.0186
pointing,0.016,0.0549,0.0023,0.0473
points,-0.0056,-0.0479,0.0332,-0.021
pole,0.0255,-0.0259,-0.0361,-0.0263
polymorphism,-0.0292,0.0548,-0.0103,-0.0846
poor,-0.03,-0.0299,0.012,-0.0777
poorer,-0.0502,0.0338,-0.0091,-0.0414
poorly,-0.0352,0.0275,-0.0037,-0.0613
poorly understood,-0.0303,0.0233,0.0184,-0.0463
population,-0.0548,-0.1138,0.0369,-0.0696
populations,-0.018,-0.0523,0.0411,-0.0202
portion,0.0526,-0.0512,-0.0017,0.018
portions,0.0243,0.0345,-0.0216,-0.0049
position,0.0147,-0.073,0.0394,-0.0087
positive,-0.0364,-0.0451,0.0688,-0.0785
positive correlation,-0.0256,-0.0561,0.0787,-0.0376
positive correlations,-0.053,-0.0848,0.0184,-0.0711
positive negative,-0.053,-0.0334,0.0509,-0.074
positively,-0.0479,0.0256,0.0404,-0.068
positively correlated,-0.0407,0.0219,0.0302,-0.072
positron,-0.0565,-0.031,0.0408,-0.0772
positron emission,-0.0563,-0.031,0.0406,-0.077
possibility,-0.0085,-0.0083,0.0212,0.0137
possible,-0.0291,-0.0483,0.0012,0.003
possibly,0.0335,0.0878,-0.022,0.0581
post,-0.126,-0.1496,0.0856,-0.1254
post hoc,-0.0317,-0.0907,0.0319,-0.0511
postcentral,-0.179,-0.3471,0.054,-0.1515
postcentral gyrus,-0.152,-0.2835,0.0417,-0.1151
posterior,0.114,0.0099,-0.0194,0.0778
posterior anterior,-0.0032,-0.0589,0.0387,0.0189
posterior cingulate,-0.0098,-0.0114,0.0498,-0.0233
posterior inferior,0.1094,0.1796,-0.0674,0.1097
posterior insula,-0.1795,-0.3145,0.0671,-0.1465
posterior middle,0.1524,0.1232,-0.0535,0.1144
posterior parietal,-0.0257,0.0406,0.0062,0.0362
posterior superior,0.1781,-0.0527,-0.0571,0.0424
posterior temporal,0.1238,0.0088,-0.0288,0.0657
posttraumatic,-0.0379,-0.062,0.0431,-0.0318
potential,-0.0713,-0.0864,0.0488,-0.0696
potentially,-0.0398,-0.0321,0.0397,-0.0116
potentials,-0.0653,-0.1525,0.0116,-0.0662
power,-0.0527,-0.1257,0.0139,-0.0199
powerful,-0.0002,-0.012,-0.025,-0.0064
ppc,-0.0139,0.0317,0.0265,0.0548
ppi,0.0511,0.017,-0.0448,-0.0034
practice,-0.0842,-0.1705,0.037,-0.029
pre,-0.0437,-0.036,-0.0259,-0.0297
pre post,-0.0259,-0.0301,0.0751,-0.0456
pre sma,0.0271,0.1206,-0.086,0.0544
pre supplementary,0.0335,0.1224,-0.0826,0.0361
preceded,0.0403,0.0566,-0.0297,-0.0077
preceding,0.0274,0.0776,-0.0295,0.0129
precentral,-0.0402,-0.1617,0.0377,-0.0605
precentral gyrus,-0.0333,-0.1014,0.0353,-0.051
precise,0.0081,0.0318,-0.0077,-0.0315
precuneus,0.0661,0.0075,0.025,0.0015
precuneus posterior,0.0677,0.045,0.0072,0.0348
predict,0.0049,-0.0073,0.0078,-0.0561
predicted,-0.0048,0.0412,-0.0208,-0.0432
predicting,0.0337,0.0599,0.0272,0.0469
prediction,0.0446,0.1089,-0.0376,0.0139
prediction error,0.0358,0.1493,-0.0356,0.032
predictions,0.0756,0.1068,-0.0803,0.0649
predictive,0.0269,-0.0576,0.0173,-0.0496
predictors,0.0143,-0.0832,0.039,-0.0195
predicts,0.013,0.0151,0.0329,0.0387
predominantly,-0.0226,-0.0474,-0.0322,-0.0046
preference,0.0011,-0.072,0.001,0.0328
preferences,0.001,0.0376,-0.0214,0.0147
preferential,0.0856,0.0818,-0.0158,0.0692
preferentially,0.0803,-0.0046,-0.0342,0.0753
prefrontal,-0.0325,0.3068,-0.1052,-0.0361
prefrontal cortex,-0.0525,0.2689,-0.0878,-0.0351
prefrontal cortical,-0.0279,0.1204,-0.0517,-0.0351
prefrontal cortices,-0.0333,0.116,-0.1006,-0.0483
prefrontal parietal,0.0141,0.2284,-0.0697,-0.0142
preliminary,0.0207,0.0322,0.0128,-0.0306
premotor,-0.0381,-0.1867,0.0237,0.0007
premotor cortex,-0.0367,-0.2045,0.0355,-0.0049
preparation,0.0005,-0.0578,-0.0062,0.0613
preparatory,-0.0016,-0.041,0.0288,0.0182
presence,0.0109,-0.0891,0.0145,0.0107
presentation,0.1233,0.1088,-0.0376,0.1063
presentations,0.0157,0.0466,0.0234,-0.0027
presented,0.1123,0.0851,-0.0301,0.1264
presenting,0.0251,0.0183,-0.0466,0.0607
preserved,0.0292,-0.0125,-0.0171,0.0374
press,-0.0236,-0.04,-0.0177,0.0473
pressure,-0.0848,-0.1151,0.0442,-0.1227
presumably,0.0141,-0.038,-0.0409,0.026
previous,0.0278,0.1418,-0.0544,0.0391
previous functional,0.0435,0.0575,-0.0173,0.0613
previous reports,-0.0189,-0.1308,0.0314,0.0026
previous research,0.0074,0.0811,-0.0323,-0.0073
previous shown,0.0267,0.0494,-0.0187,0.0267
previous work,-0.0054,-0.0028,0.0332,-0.018
primarily,-0.0077,-0.01,-0.015,0.0357
primary,-0.1788,-0.428,0.0609,-0.1311
primary auditory,-0.0981,-0.2663,0.0333,-0.0875
primary motor,-0.1257,-0.3563,0.0419,-0.0945
primary secondary,-0.1122,-0.2916,0.0573,-0.0845
primary sensorimotor,-0.1132,-0.2553,0.0583,-0.0847
primary somatosensory,-0.2089,-0.3495,0.0679,-0.1406
primary visual,0.0294,-0.0651,0.0381,0.0836
primates,-0.0251,-0.0384,0.0354,0.0014
prime,-0.0253,-0.0067,-0.0032,-0.0022
priming,0.0449,0.0334,0.0035,0.0298
principal,-0.0696,-0.0446,-0.0286,-0.0346
principle,-0.0011,-0.0034,-0.0015,0.0175
prior,-0.0548,0.0533,0.0138,0.0068
priori,-0.0326,-0.0436,0.0382,-0.0519
probabilistic,-0.0276,0.008,0.0529,-0.0801
probability,-0.0003,0.059,-0.0394,-0.0314
probably,-0.0111,-0.0451,0.0211,0.0208
probe,0.043,0.1398,-0.0532,0.0251
problem,-0.0303,0.1008,0.0228,-0.02
problems,-0.0096,0.1459,-0.0239,0.0124
procedure,-0.0817,-0.0773,0.0621,-0.032
procedures,-0.0983,-0.0115,-0.0053,-0.075
process,0.062,0.1724,-0.0425,0.04
processed,0.0765,0.0286,-0.035,0.0463
processes,0.0779,0.2723,-0.0881,0.1528
processes involved,-0.0109,0.1193,-0.0334,0.0026
processes underlying,-0.0112,0.0119,-0.0487,0.0315
produce,-0.0777,-0.137,0.0475,-0.0473
produced,-0.0093,-0.0908,-0.0139,0.0361
producing,0.0099,-0.0565,0.0082,0.0243
production,0.0055,-0.1293,0.0245,0.026
profile,-0.0226,0.008,-0.002,-0.0542
profiles,-0.0029,-0.0081,-0.0025,-0.0457
progression,-0.0417,-0.0077,0.0301,-0.051
progressive,-0.0261,0.006,0.046,-0.0852
prolonged,-0.0265,-0.09,0.0546,-0.0482
prominent,0.0112,0.0411,-0.0334,-0.0029
promising,-0.0779,-0.0634,0.0117,-0.1083
pronounced,0.064,-0.0044,-0.0581,0.0557
proper,-0.0216,-0.1056,0.0468,0.0013
properties,0.024,-0.136,0.0051,0.0245
proportion,-0.0389,0.0532,0.0072,-0.0002
propose,0.0061,0.0222,0.0162,0.0417
proposed,-0.0416,0.0624,-0.0403,-0.0108
prospective,-0.0189,0.0281,-0.0105,-0.0612
protocol,-0.0323,-0.0658,0.0794,-0.0234
provide,-0.0316,0.0151,0.0345,-0.0246
provide evidence,0.0246,0.0492,0.0034,0.0024
provide new,-0.0122,0.034,0.0185,-0.0231
provide novel,-0.0748,0.049,-0.0442,-0.0522
provided,0.0027,0.0153,0.0216,-0.0007
provides,0.0065,-0.029,-0.0267,-0.0412
provides evidence,-0.0207,-0.0117,-0.013,-0.0615
providing,0.0258,-0.0038,-0.019,0.0025
pseudowords,0.093,0.0449,-0.0088,0.1271
psts,0.1717,-0.0507,-0.0351,0.0238
psychiatric,-0.0445,0.0403,0.0009,-0.0571
psychiatric disorders,-0.0137,0.087,-0.0201,-0.007
psychological,-0.0344,0.0102,-0.0049,-0.0671
psychopathology,0.0031,0.0181,0.042,-0.0288
psychophysical,0.0109,-0.0819,0.0527,0.0204
psychophysiological,-0.0128,-0.0262,0.0349,-0.0059
psychophysiological interaction,0.011,0.0209,0.0332,0.0038
psychosis,-0.0088,-0.0115,-0.0054,-0.0319
psychotic,-0.0317,-0.0715,0.0271,-0.053
ptsd,-0.0616,-0.0486,0.0543,-0.0575
published,0.0006,0.017,-0.0341,0.0458
punishment,-0.0117,0.0965,-0.0299,0.0128
pure,-0.0298,-0.0412,-0.02,-0.0024
purpose,-0.0528,-0.0488,0.0273,-0.0376
putamen,-0.0846,-0.1498,0.0965,-0.0379
putative,0.0721,0.022,0.0275,0.0652
quality,-0.0191,-0.0241,-0.0193,-0.0553
quantified,-0.0471,-0.1036,0.0333,-0.0911
quantify,-0.0147,-0.0871,0.0457,-0.0881
quantitative,-0.0197,-0.0165,-0.0058,-0.0118
question,0.0555,0.1504,-0.0482,0.0235
questionnaire,0.0128,0.0014,-0.0057,-0.0589
questions,0.072,0.0674,-0.0681,0.0541
random,-0.0288,-0.0391,0.0468,0.0244
random effects,0.0406,0.0085,-0.001,0.0601
randomized,-0.1176,-0.1579,0.0403,-0.1394
randomly,-0.0112,-0.0154,0.0064,-0.0035
range,-0.0596,-0.0773,0.0341,-0.0608
ranging,-0.0474,-0.0935,0.0055,-0.0213
rapid,-0.0194,-0.1017,0.0491,-0.0077
rapidly,0.0805,-0.0118,-0.0031,0.0406
rare,-0.0191,-0.0862,0.0231,-0.0153
rarely,0.0249,0.0115,-0.0219,0.0032
rate,-0.0784,-0.0769,0.0806,-0.072
rated,-0.0259,-0.0517,0.0151,0.0031
rates,-0.054,-0.1003,0.0232,-0.0353
rating,-0.0917,-0.0654,0.0493,-0.0746
ratings,-0.0174,-0.0652,0.0194,-0.0088
ratio,-0.0537,-0.0214,0.0443,-0.0107
rationale,-0.0685,-0.0701,0.0317,-0.0824
reach,-0.0616,-0.112,0.0443,0.0187
reaching,-0.0942,-0.1327,0.0653,-0.0089
reaction,-0.035,0.0552,-0.0004,-0.0028
reaction time,-0.0046,0.0814,-0.0127,0.0195
reaction times,-0.0486,0.0148,-0.0092,-0.0175
reactions,-0.0214,-0.0397,0.0061,-0.0093
reactivity,-0.0113,-0.0292,0.0347,-0.0162
read,0.1938,0.1637,-0.0863,0.143
readers,0.1105,0.1603,-0.0591,0.1136
reading,0.1681,0.1741,-0.0637,0.2158
real,0.037,0.0188,-0.0371,0.0219
real time,-0.0275,-0.1158,0.0259,-0.0324
real world,0.083,0.0772,-0.0209,0.0595
reality,0.0194,0.0775,-0.033,0.041
reappraisal,0.0326,0.067,-0.0396,0.0318
reasoning,0.0754,0.2462,-0.067,0.0569
recall,0.049,0.1212,-0.017,0.0334
receive,-0.015,-0.0176,-0.03,-0.0297
received,-0.0693,-0.0145,0.031,-0.0618
receiving,-0.0111,0.0451,-0.0779,-0.0296
recently,-0.0747,-0.063,0.0381,-0.0452
receptor,-0.0217,0.0614,-0.0038,-0.0717
recognition,0.1312,0.198,-0.0239,0.1431
recognition memory,0.0295,0.1988,-0.0033,0.0955
recognition task,0.012,0.0652,-0.0109,0.0159
recognize,0.1392,0.0465,-0.0237,0.059
recognized,0.0342,0.0373,0.0213,0.0447
recognizing,0.0872,0.0419,-0.0482,0.0226
recollection,0.0264,0.1561,0.0103,0.0762
recorded,-0.0576,-0.1596,0.0013,-0.0816
recording,-0.0229,-0.1147,-0.0064,-0.0148
recordings,0.0174,-0.1246,0.0174,-0.0068
recovery,-0.0564,-0.1527,0.017,-0.0367
recruit,0.063,0.0446,-0.0545,0.0176
recruited,0.0687,0.1536,-0.0923,0.0737
recruitment,0.0609,0.0402,-0.0621,0.0732
recruits,0.0644,0.0982,-0.0415,0.0342
reduce,-0.0338,0.0013,-0.0064,-0.0428
reduces,0.0066,0.0131,0.0144,0.0202
reducing,-0.0408,0.056,-0.004,-0.0357
reduction,-0.1121,-0.0896,0.0801,-0.078
reductions,-0.0448,-0.0064,0.0365,-0.0422
reference,0.0228,-0.0128,0.0099,0.0807
referential,-0.0231,0.0338,0.0024,-0.0009
referred,-0.0048,-0.0151,-0.0077,-0.058
refers,0.0316,0.0049,-0.0307,0.0334
reflect,0.0083,-0.0168,-0.016,0.006
reflected,0.0231,0.0572,0.0246,0.0211
reflecting,0.068,0.0542,-0.0235,0.065
reflects,0.0379,0.0295,-0.0413,0.0107
regard,0.0208,0.03,-0.0464,0.0393
regarding,0.0307,-0.0027,-0.0441,0.0101
regardless,0.0757,0.0616,-0.0307,0.081
regional,-0.1542,-0.1507,0.1131,-0.1967
regional cerebral,-0.104,-0.1346,0.1087,-0.1057
regional gray,-0.0811,-0.0438,0.0336,-0.1391
regional homogeneity,-0.1068,-0.1236,0.045,-0.1307
regular,0.0116,-0.007,-0.0018,0.0043
regulate,-0.0103,0.0274,0.0231,-0.0295
regulating,-0.014,-0.0002,0.0301,-0.0312
regulation,-0.0283,0.0083,0.0324,-0.0621
regulatory,-0.0058,0.0486,-0.0152,-0.0069
rehabilitation,-0.0617,-0.2068,0.0748,-0.045
rehearsal,0.0285,0.1053,-0.0258,0.084
reho,-0.1118,-0.1127,0.0417,-0.1364
reinforcement,0.0149,0.1017,0.0116,0.0166
reinforcement learning,0.0155,0.0863,-0.0209,0.0142
relate,-0.0257,-0.033,0.0279,-0.0111
relates,-0.0181,0.0056,-0.0175,-0.0145
relation,-0.0391,-0.0263,0.0068,-0.0042
relational,0.0824,0.2327,-0.04,0.0789
relations,0.0154,0.1122,-0.0439,-0.0415
relationship,-0.1045,0.0056,0.0347,-0.0799
relationships,-0.0715,-0.0492,0.0387,-0.0515
relatively,-0.0022,0.0069,0.0531,-0.0265
relevance,0.019,-0.0185,0.0541,0.0443
relevant,0.0695,0.0216,-0.0347,0.031
relevant information,0.044,0.0743,-0.0528,0.0381
reliability,-0.0406,-0.1481,0.0112,-0.0789
reliable,0.0157,-0.1179,0.038,-0.0341
reliably,0.0122,-0.0312,0.0028,-0.0167
reliance,0.0632,0.0166,-0.0024,0.0574
relied,-0.0026,0.0559,-0.0193,0.0738
relies,0.0773,0.0665,-0.018,0.0456
rely,0.07,0.0699,-0.0402,0.1163
remain,0.0032,0.0456,-0.0177,-0.0221
remain unclear,0.0024,0.0279,0.0007,-0.0135
remained,-0.0098,0.0445,0.0032,0.0393
remaining,0.0217,-0.0331,0.0167,-0.046
remarkably,-0.0077,-0.0181,0.0233,-0.0306
remember,-0.0079,0.1554,-0.0151,0.0642
remembered,0.0382,0.0953,0.0121,0.0629
remembering,0.0279,0.1515,-0.0262,0.0764
remote,0.0264,-0.048,0.0103,-0.0318
reorganization,-0.0598,-0.1461,0.0178,-0.0049
repeat,0.0042,-0.0031,0.0386,-0.0142
repeated,-0.0121,-0.0526,0.0215,-0.0177
repeatedly,0.0036,0.0458,-0.0442,-0.008
repetition,0.0586,-0.0435,0.017,0.0686
repetition suppression,0.0581,0.0104,0.0076,0.0496
repetitive,-0.0454,-0.0998,0.0021,-0.0798
replicate,0.0234,0.0526,0.031,0.063
replicated,0.0232,0.0283,-0.0383,0.0132
report,0.0413,0.0704,-0.0021,-0.008
reported,-0.031,-0.0102,-0.0002,-0.0726
reports,-0.0083,-0.1565,0.0454,-0.0236
represent,-0.0344,0.0009,0.059,-0.0455
representation,-0.0082,-0.1186,0.0201,-0.0119
representational,0.0228,-0.0059,-0.0273,0.0141
representations,0.0834,0.074,-0.0476,0.1371
represented,-0.0103,-0.0247,0.0291,0.0292
representing,0.0371,-0.018,-0.0082,0.0485
represents,-0.0326,-0.0685,0.0347,-0.0141
require,0.0603,0.0272,-0.0424,0.0098
required,0.025,0.1681,-0.0742,0.0645
requirements,0.0782,0.1629,-0.0389,0.0763
requires,0.0617,0.128,-0.0702,0.081
requiring,-0.0063,0.1102,-0.0434,0.0113
research,-0.0071,0.0482,0.0003,-0.0707
research suggests,-0.0189,0.0308,0.0001,-0.0027
researchers,0.0151,0.0203,0.0557,-0.0238
residual,-0.0239,-0.1057,0.0438,0.0184
resolution,-0.0401,-0.0644,0.0639,-0.0585
resolve,0.0208,0.0404,-0.0497,0.0036
resonance,-0.0532,-0.0671,0.0023,-0.0196
resonance experiment,0.0441,0.025,-0.0108,0.009
resonance healthy,0.007,0.0211,-0.0244,-0.0091
resonance images,-0.0528,-0.069,0.0334,-0.062
resonance measure,-0.0341,-0.0073,0.0013,0.0237
resonance performing,0.0223,0.1231,-0.0671,0.0184
resonance rs,-0.081,-0.0746,-0.0143,-0.0907
resonance scans,-0.0753,-0.1035,0.053,-0.0939
resources,0.0288,0.1423,-0.0618,0.0727
respect,0.0618,0.0088,-0.0414,0.0689
respective,-0.0233,-0.0166,0.0105,0.0432
respectively,0.0366,0.1368,-0.0361,-0.0092
respond,0.033,-0.028,-0.0138,0.0028
responded,0.0757,0.0658,-0.0357,0.081
responding,0.0879,0.0506,-0.0693,0.032
responds,0.0281,-0.0855,-0.0112,-0.0284
response,-0.0198,-0.0419,-0.0098,-0.0292
response inhibition,-0.0004,0.0626,-0.1055,-0.0637
response selection,-0.0485,0.0273,-0.048,-0.003
response time,0.0612,0.0832,-0.0275,0.0182
response times,0.0358,0.1574,-0.0788,-0.0027
responses,0.0276,-0.0513,-0.0149,0.036
responsible,0.0206,-0.0419,0.0586,-0.0055
responsive,0.0762,-0.0574,0.0295,0.0404
responsiveness,-0.0133,-0.0447,0.0044,-0.0471
rest,-0.0751,-0.1118,0.0253,-0.0385
resting,-0.1471,-0.1359,0.0511,-0.1677
resting state,-0.1391,-0.1124,0.0409,-0.1609
restricted,-0.0697,-0.1298,0.0295,-0.0305
result,-0.0451,-0.0172,-0.0121,-0.0011
resulted,-0.0338,-0.0169,-0.0026,-0.0172
resulting,-0.0115,-0.1004,0.0215,0.0198
retention,0.0181,0.0414,0.0025,0.0379
retrieval,0.1022,0.3196,-0.0472,0.1672
retrieved,0.0593,0.1363,-0.0037,0.1034
retrosplenial,0.048,0.0481,0.0205,0.0376
retrosplenial cortex,0.0269,0.0372,0.0199,0.0237
reveal,0.036,-0.0194,-0.0094,0.0557
revealing,0.0471,-0.0613,0.0061,0.0118
reveals,0.014,-0.0566,0.0208,-0.0048
reversal,0.001,0.1328,0.0144,0.0054
reverse,-0.0194,-0.0013,0.0372,0.0264
reversed,0.0407,0.0181,-0.0119,0.0265
reward,-0.0382,0.1167,0.0323,0.0351
reward anticipation,0.0158,0.0482,0.0066,0.0842
rewarding,-0.0345,0.0145,0.0381,0.0099
rewards,-0.0321,0.1038,0.0271,0.0209
rhythm,-0.0531,-0.1649,-0.0209,-0.0391
rich,0.0629,-0.0171,0.0157,0.022
rise,-0.0277,-0.0569,0.0521,0.0016
risk,-0.0964,0.0399,0.0239,-0.0875
risk taking,-0.0849,0.0744,-0.0292,-0.0114
risky,-0.0963,0.038,0.0089,-0.0232
robust,0.0472,-0.0358,0.0052,-0.0182
roi,-0.0477,-0.1052,0.0239,-0.0218
rois,-0.029,0.002,0.004,-0.0562
role,0.0397,0.0971,-0.0152,0.0939
roles,0.0551,0.0757,-0.009,0.0553
rostral,-0.1037,-0.0464,-0.0031,-0.0413
rostral anterior,-0.0797,0.0022,0.0023,-0.0181
rotation,0.0299,0.0094,0.0199,0.058
rs,-0.074,-0.0654,0.0087,-0.0909
rsfc,-0.0383,-0.0643,0.0384,-0.0662
rt,0.0155,0.0755,-0.0455,-0.0029
rule,0.0077,0.2235,-0.0405,0.0499
rules,-0.0096,0.2229,-0.0598,0.0451
run,0.0047,-0.0067,0.0058,-0.0266
runs,0.05,-0.0514,-0.0157,0.0302
s1,-0.1861,-0.3092,0.0398,-0.1151
saccade,0.037,0.0236,0.0278,0.0405
saccades,0.0602,-0.0019,0.0454,0.0638
sad,-0.0086,-0.0608,0.0264,-0.0715
salience,-0.0059,0.0502,-0.0561,0.0316
salience network,-0.0404,0.0482,-0.0675,0.0141
salient,0.0451,0.0827,-0.0467,0.0236
sample,-0.0319,0.0377,0.0249,-0.0647
samples,-0.0509,0.0148,-0.0041,-0.0546
sampling,-0.0514,-0.2225,0.0353,-0.0323
scale,-0.0476,-0.0548,0.0397,-0.0819
scales,-0.0435,-0.0701,0.021,-0.0571
scalp,-0.0572,-0.1262,0.0327,-0.074
scan,0.0012,-0.0086,0.0072,-0.0743
scanned,-0.0031,0.0245,0.0079,0.0051
scanned using,0.0123,0.031,0.0028,-0.0309
scanner,-0.0439,-0.0802,0.0082,-0.0318
scanning,-0.0125,-0.0714,0.022,-0.0245
scans,-0.0783,-0.1052,0.0383,-0.1384
scene,0.0611,0.0178,0.0292,0.042
scenes,0.0965,0.0461,0.0237,0.0705
schizophrenia,0.0263,0.0432,-0.013,-0.0551
schizophrenic,0.0031,-0.0695,0.0186,-0.0013
sclerosis,-0.053,-0.0442,0.052,-0.0774
score,-0.0649,-0.0624,0.0404,-0.0896
scores,-0.0563,-0.038,0.0633,-0.1037
sd,-0.0511,-0.051,0.0826,-0.0534
se,-0.0098,0.0239,-0.0047,0.0487
search,0.0635,0.0583,0.0071,0.0627
second,0.0776,0.1463,-0.0647,0.0895
secondary,-0.1622,-0.3288,0.0564,-0.1213
secondary somatosensory,-0.1913,-0.3538,0.0761,-0.1362
sectional,-0.0553,-0.061,0.033,-0.1063
seed,-0.1129,-0.0959,0.0338,-0.1281
seeds,-0.0628,-0.0207,0.0047,-0.0712
seeking,-0.0303,0.0454,0.0726,-0.0058
seen,-0.0093,-0.098,0.0123,-0.0134
segregated,0.0306,0.0635,-0.0217,0.0355
segregation,0.0098,0.0336,0.0132,0.0319
select,0.0334,0.1111,-0.0287,0.0486
selected,0.001,0.0022,0.0256,-0.0037
selection,-0.0381,0.129,-0.0575,0.0368
selective,0.1107,0.0252,-0.0045,0.0758
selective attention,-0.0072,-0.0536,0.0182,0.0192
selectively,0.0825,0.1695,-0.0448,0.0892
selectivity,0.1352,0.0192,-0.0084,0.0875
self,-0.0296,-0.0052,0.0082,-0.0331
self referential,-0.0258,0.036,-0.0023,-0.0078
self report,0.0264,0.0733,0.0008,-0.042
self reported,-0.0167,-0.0119,0.0202,-0.064
semantic,0.1685,0.2659,-0.079,0.2033
semantic memory,0.0963,0.1497,-0.0147,0.0838
semantically,0.082,0.0961,-0.0429,0.117
semantics,0.1076,0.1549,-0.0845,0.0842
sensation,-0.0948,-0.163,0.0417,-0.0976
sensations,-0.0988,-0.1546,0.028,-0.0886
sense,0.0343,-0.0198,-0.0073,-0.0133
sensitive,0.0596,-0.0129,0.0068,0.083
sensitivity,0.0048,-0.0564,0.0564,-0.0563
sensorimotor,-0.1228,-0.3764,0.0714,-0.0723
sensorimotor cortex,-0.12,-0.3476,0.0812,-0.0707
sensorimotor network,-0.0687,-0.2116,0.0046,-0.0868
sensory,-0.1131,-0.3564,0.0278,-0.0684
sensory information,-0.0251,-0.0353,-0.0264,0.0222
sensory motor,-0.0629,-0.2242,0.0388,-0.0202
sentence,0.1691,0.1486,-0.0878,0.1229
sentence comprehension,0.0875,0.092,-0.0417,0.0865
sentences,0.1574,0.0741,-0.0593,0.1266
separable,0.0606,0.0598,-0.0614,0.0381
separate,-0.0116,0.0166,-0.0085,0.042
separated,-0.0518,-0.0415,0.0037,-0.0164
separately,-0.0001,0.0049,-0.0077,0.0177
separation,-0.0178,0.0019,-0.0091,0.0451
sequence,-0.0667,-0.1065,0.0574,-0.0168
sequences,0.0172,-0.0015,-0.0392,0.0232
sequential,-0.0279,-0.0962,0.014,-0.0069
serial,-0.0034,0.0039,0.0216,0.0038
series,-0.0228,-0.0567,0.0235,-0.0129
serotonin,-0.0189,0.0446,0.0195,-0.0852
serve,0.0228,-0.0119,-0.0114,-0.026
served,-0.0299,-0.0896,0.0082,0.0193
serves,0.0178,-0.0273,-0.0517,0.0286
session,-0.0204,-0.044,0.0103,-0.0285
sessions,-0.0634,-0.0779,0.0209,-0.0445
set,0.0578,0.1233,-0.0552,0.0519
sets,0.0418,0.1026,-0.0043,0.0153
setting,0.0019,0.0443,0.0144,0.0076
settings,0.0289,-0.0628,0.0194,0.0565
seven,-0.0455,-0.0272,0.0059,0.0156
seventeen,-0.0058,0.0075,-0.0125,-0.0361
severe,-0.0312,-0.0374,0.0481,-0.0486
severity,-0.0875,-0.1013,0.0694,-0.1127
sex,-0.0359,-0.0753,0.0304,-0.0928
sexual,-0.0181,-0.0129,0.014,-0.0188
sham,-0.0858,-0.1047,-0.0109,-0.1186
shape,0.0288,0.0876,-0.0005,0.0865
shaped,-0.0305,-0.0533,0.0285,0.0245
shapes,0.0918,0.1192,-0.0333,0.083
share,0.0477,0.1053,-0.0632,0.092
shared,0.0072,0.0751,-0.0471,0.0457
shed,0.0483,0.037,-0.0151,0.0243
shed light,0.0457,0.0326,-0.0121,0.0302
shift,0.0301,0.0268,0.023,0.0598
shifted,0.0021,-0.0703,-0.0339,-0.0306
shifting,0.0403,0.1608,-0.0767,0.0614
